"Reward With Points","Reward With Points"
"Points Amount (X)","Points Amount (X)"
"Monetary Step (Y)","Monetary Step (Y)"
"Monetary Step Currency","Monetary Step Currency"
"Maximum Total of Points To Transfer (0 for unlimited)","Maximum Total of Points To Transfer (0 for unlimited)"
"Quantity Step (Z)","Quantity Step (Z)"
"Clear Selections","Clear Selections"
"Shopping Cart Rule Name","Shopping Cart Rule Name"
"Catalog Rule Name","Catalog Rule Name"
"Points Rule ID","Points Rule ID"
"Can\'t get order instance","Can\'t get order instance"
"Points & Rewards","Points & Rewards"
"No Discount -- ","No Discount -- "
"By Percentage of the original price","By Percentage of the original price"
"By Fixed Amount","By Fixed Amount"
"To Percentage of the original price","To Percentage of the original price"
"To Fixed Amount","To Fixed Amount"
"Discount amount","Discount amount"
"Stop further rules processing","Stop further rules processing"
"Conditions (leave blank for all products)","Conditions (leave blank for all products)"
"Product Conditions","Product Conditions"
"Customer Spends Points","Customer Spends Points"
"Options","Options"
"NOT LOGGED IN","NOT LOGGED IN"
"From Date","From Date"
"To Date","To Date"
"Percent of product price discount","Percent of product price discount"
"Fixed amount discount","Fixed amount discount"
"Fixed amount discount for whole cart","Fixed amount discount for whole cart"
"Buy X get Y free (discount amount is Y)","Buy X get Y free (discount amount is Y)"
"No Discount --","No Discount --"
"Maximum Qty Discount is Applied to","Maximum Qty Discount is Applied to"
"Discount Qty Step (Buy X)","Discount Qty Step (Buy X)"
"Free shipping","Free shipping"
"For matching items only","For matching items only"
"For shipment with matching items","For shipment with matching items"
"Apply the rule only to cart items matching the following conditions (leave blank for all items)","Apply the rule only to cart items matching the following conditions (leave blank for all items)"
"Apply to","Apply to"
"Monetary Step (Y) (in base currency)","Monetary Step (Y) (in base currency)"
"Apply the rule only if the following conditions are met (leave blank for all products)","Apply the rule only if the following conditions are met (leave blank for all products)"
"Apply the rule to cart items matching the following conditions","Apply the rule to cart items matching the following conditions"
"Coupon code","Coupon code"
"Uses per coupon","Uses per coupon"
"Uses per customer","Uses per customer"
"Assigned","Assigned"
"Signed Up From","Signed Up From"
"ZIP/Post Code","ZIP/Post Code"
"Origin","Origin"
"Purchased from (store)","Purchased from (store)"
"Purchased On","Purchased On"
"Bill to First name","Bill to First name"
"Bill to Last name","Bill to Last name"
"Bill to Name","Bill to Name"
"Ship to First name","Ship to First name"
"Ship to Last name","Ship to Last name"
"Ship to Name","Ship to Name"
"G.T. (Base)","G.T. (Base)"
"G.T. (Purchased)","G.T. (Purchased)"
"New Order RSS","New Order RSS"
"Poll Question","Poll Question"
"Number of Responses","Number of Responses"
"Date Posted","Date Posted"
"Date Closed","Date Closed"
"Visible In","Visible In"
"Closed","Closed"
"Open","Open"
"Review #","Review #"
"Reviewed in (store)","Reviewed in (store)"
"Reviewed On","Reviewed On"
"Review Title","Review Title"
"# of Uses","# of Uses"
"Disabled","Disabled"
"You have earned the following points on this order: ","You have earned the following points on this order: "
"You have spent the following points on this order: ","You have spent the following points on this order: "
"Your point transactions are currently pending and will be approved ","Your point transactions are currently pending and will be approved "
"Price Type","Price Type"
"Default Qty","Default Qty"
"User Defined Qty","User Defined Qty"
"Default","Default"
"Add Gift Messsage","Add Gift Messsage"
"Save and Close Message","Save and Close Message"
"Allowed File Extensions","Allowed File Extensions"
"Maximum Image Size","Maximum Image Size"
"leave blank if its not an image","leave blank if its not an image"
"Please add rows to option.","Please add rows to option."
"Max Characters","Max Characters"
"U","U"
"No Payment Methods","No Payment Methods"
"Click to change shipping method","Click to change shipping method"
"Get shipping methods and rates","Get shipping methods and rates"
"Shipping method selection is not applicable","Shipping method selection is not applicable"
"Refund Shipping","Refund Shipping"
"Please enter positive number in this field.","Please enter positive number in this field."
"In stock.","In stock."
"This is a required option","This is a required option"
"Allowed file extensions to upload","Allowed file extensions to upload"
"px.","px."
"Maximum number of characters","Maximum number of characters"
"Choose an Option...","Choose an Option..."
"download","download"
"Unlimited","Unlimited"
"None","None"
"Qty:","Qty:"
"Choose a selection...","Choose a selection..."
